,title,writer,pony,dialog
2035,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"How clever. When the thick ice begins to melt, it'll break along the lines. Well, you sure have a lot of work ahead of you, there's quite a few lakes in Ponyville."
2036,Winter Wrap Up,Cindy Morrow,Pinkie Pie,"Ha, tell me about it. Hey, Twilight, wanna help me out?"
2037,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Would I?
2038,Winter Wrap Up,Cindy Morrow,Pinkie Pie,"Come on, put on those skates over there. I bet you'll be a natural too."
2039,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Okay.
2040,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Uh... maybe on second thought.
2041,Winter Wrap Up,Cindy Morrow,Spike,What are you talking about? You said you wanted to be helpful.
2042,Winter Wrap Up,Cindy Morrow,Pinkie Pie,Yippie!
2043,Winter Wrap Up,Cindy Morrow,Spike,Now get out there.
2044,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Oh no, whoa, wow..."
2045,Winter Wrap Up,Cindy Morrow,Pinkie Pie,"Twilight, steer! Steer!"
2046,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Yaaaaa!
2047,Winter Wrap Up,Cindy Morrow,Pinkie Pie,Oh boy...
2048,Winter Wrap Up,Cindy Morrow,Spike,Pwuh.
2049,Winter Wrap Up,Cindy Morrow,Pinkie Pie,"Twilight, you did a great job your first time around. I'm sure my first time was just as wobbly and bobbly and crasheriffic as yours."
2050,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Really?
2051,Winter Wrap Up,Cindy Morrow,Pinkie Pie,No.
2052,Winter Wrap Up,Cindy Morrow,Pinkie Pie,But did I make you feel better?
2053,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Mm-hmm, yeah, I guess."
2054,Winter Wrap Up,Cindy Morrow,Pinkie Pie,"I think you'll be super awesome at something that keeps your hooves on the ground. I know, Fluttershy could probably use your help with the critters."
2055,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Well... I'm pretty good with little animals. Yeah, I'll go help her."
2056,Winter Wrap Up,Cindy Morrow,Pinkie Pie,"Uh... it's, ah, that a-way."
2057,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Yaaaaaa!
2058,Winter Wrap Up,Cindy Morrow,Fluttershy,"Wake up, little sleepy heads. Hope you had some wonderful dreams and restful hibernation, but it's time to get up now, spring is coming."
2059,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Awww, how cute."
2060,Winter Wrap Up,Cindy Morrow,Fluttershy,"Aren't they? This is my favorite task the whole season, when I get to see all my little animal friends again."
2061,Winter Wrap Up,Cindy Morrow,Spike,"Uh, what's ""hibernation""?"
2062,Winter Wrap Up,Cindy Morrow,Fluttershy,It's like a long sleep.
2063,Winter Wrap Up,Cindy Morrow,Spike,Long sleep?
2064,Winter Wrap Up,Cindy Morrow,Fluttershy,"Yes. [bell rings] Wake up, little porcupines. Animals often hibernate through the winter to save their energy and eat less food."
2065,Winter Wrap Up,Cindy Morrow,Spike,"I definitely like the idea of hibernation, uh, except for the ""eat less food"" part."
2066,Winter Wrap Up,Cindy Morrow,Fluttershy,"Oh, would you just look at all these warrens and dens? I'm worried that I won't be able to wake up every animal before spring comes."
2067,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Well, I'll help, Fluttershy."
2068,Winter Wrap Up,Cindy Morrow,Fluttershy,"You will? Oh, that would be wonderful."
2069,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Okay, let's start there."
2070,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Hello? Wake up little friends, wherever you are. Spring is coming. [bell rings] I wonder which cute little furry creatures I've awoken."
2071,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Waaa! Snakes! Snakes! [scream] Ugh! [grunt] [scream] Ugh!
2072,Winter Wrap Up,Cindy Morrow,Fluttershy,"Good morning, friends."
2073,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,[sigh] All this Winter Wrap Up stuff is a lot harder than it looks.
2074,Winter Wrap Up,Cindy Morrow,Spike,"[nasally] Right, because there's no magic. Why don't you just use magic, Twilight, and get it done the right way?"
2075,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"No, Spike, I have to do it the traditional way. Ponyville has never needed magic to wrap up winter."
2076,Winter Wrap Up,Cindy Morrow,Spike,"[nasally] Well, they never had you here before, either. Think how much quicker they could wrap up winter with your magic."
2077,Winter Wrap Up,Cindy Morrow,Applejack,"Keep pushin', Caramel. That's it, Bumpkin. I know it's hard work, but you guys are doin' great. Yee-haw!"
2078,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Hey, Applejack. How's everything going?"
2079,Winter Wrap Up,Cindy Morrow,Applejack,"Oh, just dandy. A little slow startin', but peachy all the same. There's a lot of ground to clear, ya hear? We can't even start the plantin' and the waterin' until we git all these heap a' snow hightailed outta here."
2080,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Well, I'd like to help."
2081,Winter Wrap Up,Cindy Morrow,Applejack,"Well, I... I dunno Twilight."
2082,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Just give me a chance.
2083,Winter Wrap Up,Cindy Morrow,Applejack,"Well, I never turn down a hard worker, but..."
2084,Winter Wrap Up,Cindy Morrow,Spike,Think of how much quicker they could wrap up winter with your magic.
2085,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,I could use a come-to-life spell. Hwww... Here goes...
2086,Winter Wrap Up,Cindy Morrow,Applejack,Hmm. She's awful strong for such a little pony.
2087,Winter Wrap Up,Cindy Morrow,Spike,"That's my girl, following my advice."
2088,Winter Wrap Up,Cindy Morrow,Applejack,And what in tarnation does that mean?
2089,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,[gasp] Uh-oh. Slow down. Slow down!
2091,Winter Wrap Up,Cindy Morrow,Applejack,"What's going on? Wha'd'ya do? You used magic, didn't you?"
2092,Winter Wrap Up,Cindy Morrow,Applejack,"Nuts, Twilight, you used magic."
2093,Winter Wrap Up,Cindy Morrow,Spike,The nerve. Can you believe her?
2094,Winter Wrap Up,Cindy Morrow,Applejack,"That's not how we do it 'round here, Twilight, and especially not on MY FARM!"
2095,Winter Wrap Up,Cindy Morrow,Spike,"Come on, Twilight. Come on out."
2096,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,I'm a winter mess up.
2097,Winter Wrap Up,Cindy Morrow,Spike,"Well you're good at a lot of things, just not nest-making, ice-skating, animal-waking, snow-clearing."
2098,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,[whine] Thanks a lot for making me feel so much better.
2099,Winter Wrap Up,Cindy Morrow,Spike,"That's what I'm here for, sister."
2100,Winter Wrap Up,Cindy Morrow,Applejack,"Rainbow Dash, y'all on the weather team need to melt the rest of the snow here on the ground and the trees, pronto."
2101,Winter Wrap Up,Cindy Morrow,Rainbow Dash,Got it.
2102,Winter Wrap Up,Cindy Morrow,Fluttershy,Wait. My poor little animals' homes will get flooded if the snow melts too fast.
2103,Winter Wrap Up,Cindy Morrow,Rainbow Dash,Got it.
2104,Winter Wrap Up,Cindy Morrow,Applejack,"I'm tellin' you, Rainbow, you gotta melt that snow now."
2105,Winter Wrap Up,Cindy Morrow,Fluttershy,"No, you simply must wait."
2106,Winter Wrap Up,Cindy Morrow,Rainbow Dash,Okay.
2107,Winter Wrap Up,Cindy Morrow,Applejack,Go.
2108,Winter Wrap Up,Cindy Morrow,Fluttershy,Stop.
2109,Winter Wrap Up,Cindy Morrow,Applejack,Go.
2110,Winter Wrap Up,Cindy Morrow,Fluttershy,Stop.
2111,Winter Wrap Up,Cindy Morrow,Applejack,GO!
2112,Winter Wrap Up,Cindy Morrow,Fluttershy,STOP!
2113,Winter Wrap Up,Cindy Morrow,Rainbow Dash,Ugh! Make up your minds!
2115,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Did she say late?
2118,Winter Wrap Up,Cindy Morrow,Applejack,And it's gonna be all to pieces disastrous if we can't get our seeds all planted.
2119,Winter Wrap Up,Cindy Morrow,Rainbow Dash,"Chillax Applejack, we're bustin' our chops as fast as we can."
2120,Winter Wrap Up,Cindy Morrow,Fluttershy,"No, not fast, we have to wake animals slowly."
2122,Winter Wrap Up,Cindy Morrow,Applejack,"Oh good gravy, Caramel lost the grass seeds again, didn't he?"
2125,Winter Wrap Up,Cindy Morrow,Rainbow Dash,Oh that featherbrain. Didn't she learn her lesson last year when she went west?
2127,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Spike! Get my checklist and clipboard, STAT!"
2128,Winter Wrap Up,Cindy Morrow,Spike,"Eh, yes, ma'am."
2129,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Stop, everypony!"
2130,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,Stop!
2131,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Sorry. I know you all want to complete your jobs on time, but arguing is no way to go about it. What you need is organization, and I'm just the pony for the job."
2134,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,It was a team effort.
2136,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Gosh, I don't even know what to say. Thank you, everypony."
2138,Winter Wrap Up,Cindy Morrow,Applejack,Spike's sure gonna be in for a hog-sized surprised when that last piece a' ice melts.
2139,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Dear Princess Celestia,"
2140,Winter Wrap Up,Cindy Morrow,Twilight Sparkle,"Winter Wrap Up was one of the most special things I've ever been a part of here in Ponyville. It helped me to learn we all have hidden talents, and if we're patient and diligent, we're sure to find them, and as always, with good friendship and teamwork, ponies can accomplish anything. How's that, Spike? Spike?"
2149,Call of the Cutie,Meghan McCarthy,Apple Bloom,What?!
2151,Call of the Cutie,Meghan McCarthy,Apple Bloom,"Uh, I... Um..."
2154,Call of the Cutie,Meghan McCarthy,Apple Bloom,Mm-mm.
2156,Call of the Cutie,Meghan McCarthy,Apple Bloom,No...
2160,Call of the Cutie,Meghan McCarthy,Apple Bloom,Gimme a break.
2162,Call of the Cutie,Meghan McCarthy,Apple Bloom,It's not fair! It's just not fair!
2163,Call of the Cutie,Meghan McCarthy,Applejack,Don't get your mane in a tangle. You'll get your cutie mark. Everypony gets one eventually.
2164,Call of the Cutie,Meghan McCarthy,Apple Bloom,"But I don't want one eventually! I want one right now! I can't go to Diamond Tiara's cute-cea<f1>era without one, I just can't!"
2165,Call of the Cutie,Meghan McCarthy,Applejack,"'Course you can. Y'know, I was the last pony in my class to get my cutie mark, and I couldn't be prouder of it. I knew my future was to run Sweet Apple Acres, and these bright shiny apples sealed the deal. [gasp] Come to think of it, Granny Smith was the last one in her class, too. Huh, same as Big McIntosh."
2166,Call of the Cutie,Meghan McCarthy,Apple Bloom,"I really don't see how that's supposed to make me feel better. It probably means that being the last one in your class to get a cutie mark runs in the family. ...runs in the family. Runs in the family! Runs in the family! You've got apples for your cutie mark, Granny Smith has an apple pie, Big McIntosh has an apple half, my unique talent must has som'n to do with apples! Apples apples apples! [crash] Oops... apples."
2167,Call of the Cutie,Meghan McCarthy,Applejack,"Get your delicious, nutritious apples here!"
2168,Call of the Cutie,Meghan McCarthy,Apple Bloom,Create fine art for your home with 'em. You have to be crazy not to get a bushel of your very own.
2169,Call of the Cutie,Meghan McCarthy,Applejack,"Heh... she's so creative, heh."
2170,Call of the Cutie,Meghan McCarthy,Apple Bloom,"You, sir, care t' buy some apples?"
2172,Call of the Cutie,Meghan McCarthy,Apple Bloom,Why not?
2174,Call of the Cutie,Meghan McCarthy,Apple Bloom,Are you sure?
2176,Call of the Cutie,Meghan McCarthy,Apple Bloom,"You're pretty sure, but you're not absolutely positively completely super-duper sure, are you?"
2178,Call of the Cutie,Meghan McCarthy,Apple Bloom,All right!
2179,Call of the Cutie,Meghan McCarthy,Applejack,You forgot your change!
2180,Call of the Cutie,Meghan McCarthy,Apple Bloom,"Woo-hoo! That's how you sell s'm apples and get a cutie mark! So, what does my cutie mark look like? A shoppin' bag full of apples? A satisfied customer eating an apple? Hmm... maybe I gotta increase my sales figures first. You touch it, you buy it! We take cash or credit."
2181,Call of the Cutie,Meghan McCarthy,Applejack,"I'm sorry, ma'am. Ma'am! Aww... Now Apple Bloom, you can't just..."
2182,Call of the Cutie,Meghan McCarthy,Apple Bloom,That'll be four bits.
2184,Call of the Cutie,Meghan McCarthy,Apple Bloom,"Likely story. Four bits, lady!"
2185,Call of the Cutie,Meghan McCarthy,Applejack,"Apple Bloom! I am really really sorry about that. She's new. Here, take these. No charge. And these. And these."
2186,Call of the Cutie,Meghan McCarthy,Applejack,"Y'all come back now, y'hear?"
2187,Call of the Cutie,Meghan McCarthy,Apple Bloom,What?
2188,Call of the Cutie,Meghan McCarthy,Applejack,"Sorry, little sis, but your apple-sellin' days are over."
2189,Call of the Cutie,Meghan McCarthy,Apple Bloom,What? But how else am I gonna get my cutie mark?
2190,Call of the Cutie,Meghan McCarthy,Applejack,Home. Now.
2191,Call of the Cutie,Meghan McCarthy,Apple Bloom,Hm!
2192,Call of the Cutie,Meghan McCarthy,Applejack,"Ugh. Listen, sugarcube, I know it's hard to wait for your very own cutie mark, but, you just can't force it. Besides, you're not that grown-up just yet. Ain't there other fillies in your class without one?"
2193,Call of the Cutie,Meghan McCarthy,Apple Bloom,Well... Twist doesn't have hers yet.
2194,Call of the Cutie,Meghan McCarthy,Applejack,Do you think you'd feel better if you went to the party with her?
2195,Call of the Cutie,Meghan McCarthy,Apple Bloom,Mmm-hmm.
2196,Call of the Cutie,Meghan McCarthy,Applejack,Well there you go. Bet you and Twist would have a great time together. Now run along and find your friend.
2197,Call of the Cutie,Meghan McCarthy,Apple Bloom,You're sure you don't want me to stick around 'til the end of th' market?
2199,Call of the Cutie,Meghan McCarthy,Applejack,Yeah. I'm sure.
2201,Call of the Cutie,Meghan McCarthy,Apple Bloom,"So I was thinkin'... maybe we could go to Diamond Tiara's cute-cea<f1>era together. I don't have a cutie mark, you don't have a cutie mark."
2204,Call of the Cutie,Meghan McCarthy,Apple Bloom,"Yeah, pretty... sweet."
2207,Call of the Cutie,Meghan McCarthy,Rainbow Dash,"Whoa, looks like somepony's got a dark cloud hanging over her head. Let me do something about that. What's the matter, kid?"
2208,Call of the Cutie,Meghan McCarthy,Apple Bloom,[inhales] There's a cute-cea<f1>era this afternoon and everypony in my class will be there and they'll all have their cutie marks and I wanna get my cutie mark but I'm no good at sellin' apples but I really wanna go to the party but how can I go to the party if I don't have my cutie mark which my big sister says I'm gonna get eventually but... I WANT IT NOW!
2209,Call of the Cutie,Meghan McCarthy,Apple Bloom,Applejack says these things take time. I have to just wait for it to happen.
2210,Call of the Cutie,Meghan McCarthy,Rainbow Dash,Why wait for something to happen when you can make it happen?
2211,Call of the Cutie,Meghan McCarthy,Apple Bloom,But Applejack says th...
2212,Call of the Cutie,Meghan McCarthy,Rainbow Dash,"Hey, who are you gonna listen to, Applejack, or the pony who was first in her class to get a cutie mark? I always liked flying an' all, but I was going nowhere in a hurry. It wasn't until my very first race that I discovered a serious need for speed, and KAZAM, this sweet baby appeared as fast as lightning."
2213,Call of the Cutie,Meghan McCarthy,Rainbow Dash,"That's right, stretch out those legs. Gotta be nice and loose. The key here is to try as many things as possible as quickly as possible. One of them is bound to lead to your cutie mark. Are you ready?"
2214,Call of the Cutie,Meghan McCarthy,Apple Bloom,I'm ready!
2215,Call of the Cutie,Meghan McCarthy,Rainbow Dash,I said: Are! You! Ready!
2216,Call of the Cutie,Meghan McCarthy,Apple Bloom,I'M READY!
