index,title,writer,pony,dialog,emotion_chatgpt,season
6250,The Cutie Pox,Amy Keating Rogers,Apple Bloom,"Dear Princess Celestia,",neutral,2
6251,The Cutie Pox,Amy Keating Rogers,Apple Bloom,"Waiting for what your heart desires can be really hard. So, you may try to take a shortcut. But this dishonesty never works, because you didn't earn what your heart desired. The only cure is being honest with yourself and others. And that's something every heart desires.",sadness,2
6252,The Cutie Pox,Amy Keating Rogers,Applejack,"I sure am proud of you, sis. Seems like you finally learned the importance of patience.",joy,2
6253,The Cutie Pox,Amy Keating Rogers,Apple Bloom,Yup! All good things come to those who wait. Well! I've waited long enough.,joy,2
6254,The Cutie Pox,Amy Keating Rogers,Scootaloo,"Actually, that was way too long.",neutral,2
6255,The Cutie Pox,Amy Keating Rogers,Applejack,What?!,surprise,2
6256,The Cutie Pox,Amy Keating Rogers,Apple Bloom,So what are we gonna do today to earn our cutie marks?,joy,2
6257,The Cutie Pox,Amy Keating Rogers,Scootaloo,"Well, I was thinking, for a pony who's never mixed up a potion before, you sure stirred up something fierce.",surprise,2
6258,The Cutie Pox,Amy Keating Rogers,Sweetie Belle,Yeah! So what if your talent is potion making?,joy,2
6259,The Cutie Pox,Amy Keating Rogers,Apple Bloom,"Oh my gosh, totally! Let's go talk to Zecora, now!",joy,2
6260,The Cutie Pox,Amy Keating Rogers,Sweetie Belle,Yeah!,joy,2
6261,The Cutie Pox,Amy Keating Rogers,Scootaloo,Woo-hoo!,joy,2
6262,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Ha-ha! Whoo-hoo! Yeah! [laughs] Whoa!,joy,2
6263,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Winona? I mean... Winona's head?! Um, is this weird, or is it just me? Angel? Gummy?! Okay, this is officially beyond weird now and right on down to freaky town.",surprise,2
6264,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,[gasp] Yaaaaah!,surprise,2
6265,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Whaa!,surprise,2
6266,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Phew.,neutral,2
6267,May the Best Pet Win!,Charlotte Fullerton,Applejack,Let's get this thing started!,joy,2
6268,May the Best Pet Win!,Charlotte Fullerton,Rarity,"Sincerest apologies, Rainbow, if our pets were bothering you.",joy,2
6269,May the Best Pet Win!,Charlotte Fullerton,Rarity,"Say you're sorry, Opal.",neutral,2
6270,May the Best Pet Win!,Charlotte Fullerton,Rarity,She's... sorry.,sadness,2
6271,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,What are you all doing out here?,surprise,2
6272,May the Best Pet Win!,Charlotte Fullerton,Applejack,"Why, we always round up our critters for a regular ol' Pony Pet Playdate in this park.",joy,2
6273,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Uh, you do?",surprise,2
6274,May the Best Pet Win!,Charlotte Fullerton,Applejack,Same time every week.,neutral,2
6275,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,I thought you knew. You didn't know? She didn't know?,surprise,2
6276,May the Best Pet Win!,Charlotte Fullerton,Twilight Sparkle,"Well, we had initially planned on inviting Rainbow, of course, except<U+0096>",neutral,2
6277,May the Best Pet Win!,Charlotte Fullerton,Pinkie Pie,"We were totally gonna invite you, Rainbow, then Twilight remembered that you don't even have a pet, and Rarity remembered that you really like to take naps in the afternoon, so Applejack figured you wouldn't be missing out on anything anyway, and Fluttershy and I nodded our heads in agreement like this.",neutral,2
6278,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Oh, please don't be mad at us.",fear,2
6279,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Oh, I'm not mad. You all are right. Not much point of a Pony Pet Playdate for me if I'm a pony without a pet, right?",sadness,2
6280,May the Best Pet Win!,Charlotte Fullerton,Applejack,"Eeexactly. So, if'n you'll excuse us...",neutral,2
6281,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Hey, now wait a minute! Just because I don't have a pet now doesn't mean I never want a pet!",anger,2
6282,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Ohh! Y, y, Oh, really? You really want a pet? Really? 'Cause I've got so many wonderful choices at my house! Oh, and I know you'll just love them! And they'll love you! Oh, and you'll be best friends forever and ever! Oh!",joy,2
6283,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Now, Rainbow, my dear, I cannot express my delight It's abundantly clear That somewhere out here Is the pet that will suit you just right",joy,2
6284,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"I can't wait to get started, but first let me set a few rules It's of utmost importance The pet that I get Is something that's awesome and cool",joy,2
6285,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Awesome, cool, got it! I have so many wonderful choices, just wait, you will see",joy,2
6286,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,I need something real fast like a bullet to keep up with me,fear,2
6287,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,Sure! How 'bout a bunny? They're cutesy and wootsie and quick as can be,joy,2
6288,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Cutesy? Wootsie? Have you even met me?,joy,2
6289,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Rainbow, have faith You see, I will bet you Somewhere in here is the pet that will get you",joy,2
6290,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Come on, the sky's the limit!",joy,2
6291,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Sky is good. I'd like it to fly.,joy,2
6292,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Really? Because I think this widdle puddy tat has your name written all over it. Yes, he does. Aww, look, he likes you!",joy,2
6293,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Pass.,neutral,2
6294,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,I have so many wonderful choices for you to decide There are otters and seals With massive appeal,joy,2
6295,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Otters and seals do not fly.,neutral,2
6296,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Maybe not, but I've seen this particular seal catch ten feet of air when he breaches the water!",joy,2
6297,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,That's it. I'm outta here.,anger,2
6298,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Wait! There must be a pet here That will fit the ticket How 'bout a ladybug, or a cute cricket?",joy,2
6299,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Bigger. And cooler.,joy,2
6300,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Bigger, cooler. Right.",neutral,2
6302,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,It's just a squirrel.,neutral,2
6303,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,Not just any squirrel. A flying squirrel!,surprise,2
6304,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"...Yeah. So, like I was saying...",neutral,2
6306,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,I'm sensing you want an animal that can fly.,neutral,2
6307,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Ya think?,surprise,2
6308,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,I have plenty of wonderful creatures who soar in the sky Like a sweet hummingbird or a giant monarch butterfly,joy,2
6309,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Better, but cooler.",neutral,2
6310,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"I see. How 'bout an owl, or a wasp, or a toucan? There's so many wonderful creatures the likes of that There are falcons and eagles They are both quite regal Or perhaps what you need is a dark and mysterious bat?",joy,2
6311,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Now you're talking! But instead of just one standout, now that's too many.",surprise,2
6313,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Not a bad problem to have, if you ask me.",joy,2
6314,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"The bat would be awesome, but the wasp I'm digging too Do you have something in a yellow striped bat?",joy,2
6315,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,No.,neutral,2
6317,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"What to do, what to do? [gasp] A prize! That's it! There's really just one way To find out which animal's best Hold a contest of speed, agility, and guts That will put each pet to the test",joy,2
6318,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Don't forget style, that should be considered",neutral,2
6319,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Then we'll know for sure who's best of the litter,joy,2
6320,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,The one who is awesome as cool,joy,2
6321,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Just like me Can't settle for less, 'cause I'm the best",joy,2
6323,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Who's the number one, greatest, perfectest pet",joy,2
6325,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,May the games,joy,2
6327,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,And may the best pet win!,joy,2
6328,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"[blows whistle] Shh! [to assembled animals] So! You all think you've got what it takes to be my pet, do ya? Well, we'll just see about that! If any of you don't think you can handle it, bow out now before you humiliate yourself in front of your peers. This competition isn't for the weak. You'd better be prepared to step up your game! You call that flapping?! That's better. There's only room on Team Dash for one of you, and my future pet needs to be able to take it to the extreme! Any questions?",anger,2
6329,May the Best Pet Win!,Charlotte Fullerton,Applejack,I got one. Does she understand what a pet really needs?,neutral,2
6330,May the Best Pet Win!,Charlotte Fullerton,Twilight Sparkle,"Yeah, like care and attention, love and affection<U+0096> Ugh! And breath mints!",disgust,2
6331,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Now, you just pay attention, and try your best, and<U+0096>",neutral,2
6332,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Seriously, Fluttershy! The turtle? What did you bring that thing here for?",anger,2
6333,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Technically he's a tortoise, and he's always dreamed of being somepony's pet. He just wants a chance to compete, he won't get in the way. You won't even know he's here.",joy,2
6334,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,No.,neutral,2
6335,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Oh, just let him try.",joy,2
6336,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Ugh, but there's no way he can possibly keep up. Look at him!",disgust,2
6337,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,It won't hurt to let him try.,neutral,2
6338,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,But<U+0096>,neutral,2
6339,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,Just let him try?,neutral,2
6340,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Grrgh, ugh, fine! But don't say I didn't warn you! This isn't a game, you know! Alright, now these games will determine which one of you has the most important qualities I'm looking for in a pet. Speed. Agility. Guts. Style. Coolness. Awesomeness. And radicalness.",anger,2
6341,May the Best Pet Win!,Charlotte Fullerton,Twilight Sparkle,Aren't those all the same thing?,neutral,2
6342,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"You would think that, Twilight. And that's why you would never qualify to be my pet.",anger,2
6343,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Speed! On your marks...,joy,2
6344,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Get set... [blows whistle] Sorta speedy... not speedy... pretty speedy... could be more speedy...,joy,2
6345,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Yeah! That's speed!,joy,2
6346,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,[to the tortoise] Tsk-tsk. That's just sad.,sadness,2
6347,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Agility! Sorta agile... not agile... pretty agile... could be more agile... [to the tortoise] Wanna know the opposite of agility? That.,disgust,2
6348,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Yeah, baby, now that's what I call agility! [sing-song voice] Don't leave me hangin'! I'm gonna have to shave a point off your score for that.",joy,2
6349,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Okay! Which of you has the guts to try and get Opal's favorite toy away from her?,anger,2
6350,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Now that takes guts!,joy,2
6351,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Style! Any pet of mine's gotta look good, 'cause you gotta make me look good!",joy,2
6352,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Coolness!,joy,2
6353,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Sorta cool.,joy,2
6354,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Not cool.,anger,2
6355,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Pretty cool.,joy,2
6356,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Could be cooler.,neutral,2
6357,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Not what I had in mind. I can't hear you!,anger,2
6358,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Eugh.,disgust,2
6359,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Now that's a cool sound!,joy,2
6360,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"[to bat] Sorta awesome. [to toucan] Not awesome. [to flamingo] Could be more awesome. [to owl] Ho ho ho, yeah, that is awesome! [to tortoise] Uh, you did that already. That's pretty much all you can do, huh?",joy,2
6361,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Whoa! That was truly awesome! But I'm afraid this is the radicalness competition, so I'm gonna have to take some points off.",surprise,2
6362,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"[sigh] Listen, turtle...",neutral,2
6363,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,Tortoise.,neutral,2
6364,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Whatever! You've had your fun, but I think you and I both know who made the cut and who didn't.",anger,2
6365,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,You didn't.,neutral,2
6366,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"I mean... 'A' for effort and everything, you gave it your best shot, maybe I've got a gold star sticker around here somewhere you can have, but, seriously, go home. You're starting to creep me out. So, anyway, you're all outstanding competitors, but there can only be one of you who's number one. So the final tie-breaking contest is going to be... pause for dramatic effect... a race against... me! Through Ghastly Gorge! Dun dun dun!",disgust,2
6367,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Gesundheit.,joy,2
6368,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Actually, Ghastly Gorge isn't scary. It's fun. Heh. I've flown through it a million times myself, so obviously I'll be at the front of the pack. But whichever of you make it across the finish line with me will have proven you can keep up with me, and will have earned the honor and glory of getting to be my pet! Ready? Setgo!",joy,2
6369,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,Woo-hoo! Haha! Try to keep up!,joy,2
6370,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Can't catch me, ha-ha!",joy,2
6371,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"C'mon, slowpokes! You wanna win, don't ya?",joy,2
6372,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Oh! I forgot to tell you! Watch out for the Quarray eels! They don't like it when you get too close to their nests, like this. Whoa.",surprise,2
6373,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Easy, peasy, one-two-threesy! Right, guys?",joy,2
6374,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,AVALANCHE! Hey! Whoaaaa!,surprise,2
6375,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"C'mon... No! Wait! Come back! Don't leave me! I'm the one who's supposed to win! I don't wanna end up stuck here... forever! Oh no, nonono, th-this can't be happening. Forever is way too long to be trapped in Ghastly Gorge. I mean, it's like, forever! Somepony! Anypony! Help me!",fear,2
6376,May the Best Pet Win!,Charlotte Fullerton,Rainbow Dash,"Wahoo! My prayers have been answered! Oh, thankyouthankyoutha<U+0096> You?! Oh no! Now I'm not only going to be stuck here forever, I'm gonna be stuck here forever with the most annoying turtle in the world! Gyh, I'm doomed. DOOMED, I tell you!",joy,2
6377,May the Best Pet Win!,Charlotte Fullerton,Twilight Sparkle,"Hm, something's not right here.",neutral,2
6378,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,Where's Rainbow Dash?,neutral,2
6379,May the Best Pet Win!,Charlotte Fullerton,Applejack,Great galloping galoshes! There's been an avalanche in there!,surprise,2
6380,May the Best Pet Win!,Charlotte Fullerton,Spike,Rainbow!,joy,2
6381,May the Best Pet Win!,Charlotte Fullerton,Pinkie Pie,Wait! Look!,surprise,2
6382,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,It's the turtle!,surprise,2
6384,May the Best Pet Win!,Charlotte Fullerton,Fluttershy,"Oh, whatever...",neutral,2
6385,May the Best Pet Win!,Charlotte Fullerton,Twilight Sparkle,And he's carrying something on his back...,surprise,2
